cityName,stateName,cityCode,locationType,aliasCityName,weightage
Kallakurichi,Tamil Nadu,MMTCC6887,CITY,,774
Challakere,Karnataka,MMTCC7632,CITY,,1679
Sivakasi,Tamil Nadu,MMTCC1841,CITY,,171
Neralakatte,Karnataka,MMTCC9102,CITY,,1709
Chiplun,Maharashtra,MMTCC1168,CITY,,523
Uttur,Maharashtra,MMTCC43226,CITY,,1597
Anjar,Gujarat,MMTCC5914,CITY,,335
Dandeli,Karnataka,MMTCC1192,CITY,,639
Rajapalayam,Tamil Nadu,MMTCC1757,CITY,,135
Sonda,Karnataka,MMTCC43079,CITY,,1092
Patna (Bihar),Bihar,MMTCC49398,CITY,,75
Mukka,Karnataka,MMTCC7879,CITY,,2075
Sastana,Karnataka,MMTCC8499,CITY,,1428
Panchgani,Maharashtra,MMTCC1684,CITY,,487
Musiri,Tamil Nadu,MMTCC7322,CITY,,981
Aversa,Karnataka,MMTCC7902,CITY,,2380
Chinnamanur,Tamil Nadu,MMTCC6182,CITY,,410
Ambala (Haryana),Haryana,MMTCC50133,CITY,,448
Kosamba,Gujarat,MMTCC10746,CITY,,2380
Raver,Maharashtra,MMTCC3718,CITY,,1035
Mettupalayam,Tamil Nadu,MMTCC1579,CITY,,293
Hungund,Karnataka,MMTCC1318,CITY,,1357
Kinathukadavu,Tamil Nadu,MMTCC10239,CITY,,5000
Melkar,Karnataka,MMTCC8149,CITY,,5000
Napoklu,Karnataka,MMTCC43311,CITY,,1493
Ambaji,Gujarat,MMTCC1034,CITY,,331
Pamarru (Krishna District),Andhra Pradesh,MMTCC49962,CITY,,1030
Padyarabettu,Karnataka,MMTCC8156,CITY,,5000
Payyanur,Kerala,MMTCC1706,CITY,,356
Manor,Maharashtra,MMTCC7723,CITY,,2646
Kushal Nagar,Karnataka,MMTCC5457,CITY,,1042
Wai,Maharashtra,MMTCC7196,CITY,,995
Authoor South,Tamil Nadu,MMTCC50088,CITY,,2213
Edarikode,Kerala,MMTCC6963,CITY,,5000
Shirva,Gujarat,MMTCC10165,CITY,,5000
Motihari,Bihar,MMTCC10208,CITY,,912
Mangaluru,Karnataka,MMTCC49967,CITY,,28
Gargoti (Kolhapur),Maharashtra,MMTCC48637,CITY,,755
Tiruchendur,Tamil Nadu,MMTCC1917,CITY,,159
Ajekar,Karnataka,MMTCC7433,CITY,,1473
Balurghat,West Bengal,MMTCC9118,CITY,,515
Bhachau,Gujarat,MMTCC2082,CITY,,512
Muloor,Karnataka,MMTCC7880,CITY,,5000
Madagupatti,Tamil Nadu,MMTCC7512,CITY,,1276
Jamkhandi,Karnataka,MMTCC1342,CITY,,455
Thiruchitrambalam,Tamil Nadu,MMTCC1900,CITY,,2779
Dhar,Madhya Pradesh,MMTCC11873,CITY,,748
Dewas,Madhya Pradesh,MMTCC11182,CITY,,356
Belthangady,Karnataka,MMTCC1106,CITY,,1164
Nasirabad (rajasthan),Rajasthan,MMTCC48791,CITY,,1519
Dindivanam,Tamil Nadu,MMTCC49265,CITY,,738
Namagiripettai,Tamil Nadu,MMTCC10761,CITY,,1177
Maravamangalam,Tamil Nadu,MMTCC7378,CITY,,1709
Chengannur,Kerala,MMTCC1157,CITY,,519
Muddebihal,Karnataka,MMTCC7348,CITY,,764
Ballari,Karnataka,MMTCC49823,CITY,,119
Jabalpur,Madhya Pradesh,MMTCC3988,CITY,,108
Belewadi,Maharashtra,MMTCC10703,CITY,,5000
Mundra,Gujarat,MMTCC2027,CITY,,301
Manki,Karnataka,MMTCC1557,CITY,,1240
Karatagi,Karnataka,MMTCC1405,CITY,,714
Rajkot,Gujarat,MMTCC1761,CITY,,17
Thirukadaiyur,Tamil Nadu,MMTCC10438,CITY,,1005
Pollachi,Tamil Nadu,MMTCC1730,CITY,,115
Jalgaon,Maharashtra,MMTCC1337,CITY,,118
Haldwani,Uttarakhand,MMTCC3674,CITY,,106
Sakthinagar,Tamil Nadu,MMTCC9979,CITY,,2380
Gantalkatte,Karnataka,MMTCC8135,CITY,,5000
Nittur(Tumkur),Karnataka,MMTCC49144,CITY,,5000
Trasi,Karnataka,MMTCC7100,CITY,,1186
Sirohi,Rajasthan,MMTCC1838,CITY,,451
Konnur,Karnataka,MMTCC6199,CITY,,5000
Thiruvananthapuram,Kerala,MMTCC48867,CITY,,631
Naduvil,Kerala,MMTCC1612,CITY,,5000
Hagaribommanahalli,Karnataka,MMTCC8050,CITY,,1230
Thirunagar,Tamil Nadu,MMTCC10105,CITY,,5000
Kanjikode,Kerala,MMTCC8028,CITY,,5000
Parola (Jalgaon),Maharashtra,MMTCC49402,CITY,,1061
Veerasigamani,Tamil Nadu,MMTCC7440,CITY,,2779
Kumily (Kerala),Kerala,MMTCC50253,CITY,,407
Palanpur,Gujarat,MMTCC1673,CITY,,124
Kurukshetra,Haryana,MMTCC5418,CITY,,858
Thiruvadanai,Tamil Nadu,MMTCC2244,CITY,,1027
Munnar,Kerala,MMTCC1604,CITY,,254
Kodai Road,Tamil Nadu,MMTCC8029,CITY,,1570
Coorg,Karnataka,MMTCC6739,CITY,,529
Kolluru (Andhra Pradesh),Andhra Pradesh,MMTCC49980,CITY,,5000
Laukaha,Bihar,MMTCC10646,CITY,,2213
Mandsaur,Madhya Pradesh,MMTCC2459,CITY,,398
Aralvaimozhi,Tamil Nadu,MMTCC10698,CITY,,5000
Mayiladuthurai,Tamil Nadu,MMTCC1574,CITY,,811
Srirangam,Tamil Nadu,MMTCC2033,CITY,,896
Sasaram,Bihar,MMTCC10788,CITY,,1919
Toranagallu,Karnataka,MMTCC8640,CITY,,472
Dharwad,Karnataka,MMTCC1215,CITY,,98
Kaiga,Karnataka,MMTCC1359,CITY,,2380
Potta,Kerala,MMTCC10778,CITY,,5000
Devakottai,Tamil Nadu,MMTCC1201,CITY,,203
Irrikkur,Kerala,MMTCC49975,CITY,,2213
Kuttikkanam,Kerala,MMTCC10637,CITY,,2504
Perumbavoor,Kerala,MMTCC1722,CITY,,606
Sangli,Maharashtra,MMTCC1798,CITY,,97
Kaup,Karnataka,MMTCC2144,CITY,,1255
Nazira,Assam,MMTCC10764,CITY,,934
Vilathikulam,Tamil Nadu,MMTCC7498,CITY,,1030
Thuckalay,Tamil Nadu,MMTCC10062,CITY,,820
Kuttippuram,Kerala,MMTCC1503,CITY,,2292
Surandai,Tamil Nadu,MMTCC7497,CITY,,683
Sanderao,Rajasthan,MMTCC5651,CITY,,659
Himmatnagar,Gujarat,MMTCC43423,CITY,,237
Ludhiana,Punjab,MMTCC1517,CITY,,133
Gangavathi,Karnataka,MMTCC28009,CITY,,493
Asansol,West Bengal,MMTCC5575,CITY,,92
Kalyanpura,Rajasthan,MMTCC10193,CITY,,5000
Bidada,Gujarat,MMTCC10155,CITY,,1619
Krishnanagar,West Bengal,MMTCC11213,CITY,,1051
Karur,Tamil Nadu,MMTCC1412,CITY,,109
Ponda,Goa,MMTCC7049,CITY,,5000
Mundakayam,Kerala,MMTCC1603,CITY,,1868
Madathukulam,Tamil Nadu,MMTCC6835,CITY,,1473
Periyakulam,Tamil Nadu,MMTCC1718,CITY,,447
Avadi,Tamil Nadu,MMTCC1071,CITY,,5000
Hazaribagh,Jharkhand,MMTCC10192,CITY,,488
Veraval,Gujarat,MMTCC1989,CITY,,174
Tirupur,Tamil Nadu,MMTCC1925,CITY,,60
Forbesganj,Bihar,MMTCC10582,CITY,,1005
Udyavara,Karnataka,MMTCC8069,CITY,,5000
Thirumayam,Tamil Nadu,MMTCC7036,CITY,,1020
Kapu (Karnataka),Karnataka,MMTCC48651,CITY,,5000
Kidangoor,Kerala,MMTCC10627,CITY,,2967
Kurumbur,Tamil Nadu,MMTCC1499,CITY,,1115
Velankanni,Tamil Nadu,MMTCC1985,CITY,,107
Loha,Maharashtra,MMTCC2047,CITY,,825
Krishnagiri,Tamil Nadu,MMTCC1481,CITY,,122
Digha,West Bengal,MMTCC5569,CITY,,234
Pathanamthitta,Kerala,MMTCC1699,CITY,,401
Madukkur,Tamil Nadu,MMTCC10654,CITY,,1709
Nagapattinam,Tamil Nadu,MMTCC9993,CITY,,239
Gundlupet,Karnataka,MMTCC6970,CITY,,5000
Bhatkal,Karnataka,MMTCC1109,CITY,,439
Anjangaon (Amravati),Maharashtra,MMTCC48636,CITY,,1647
Thuraiyur,Tamil Nadu,MMTCC1914,CITY,,449
Devar Hippargi,Karnataka,MMTCC10222,CITY,,2292
Hosur,Tamil Nadu,MMTCC1315,CITY,,49
Kannur,Kerala,MMTCC1396,CITY,,146
Kalghatgi,Karnataka,MMTCC10011,CITY,,2380
Dharamshala,Himachal Pradesh,MMTCC6060,CITY,,139
Thopputhurai,Tamil Nadu,MMTCC5141,CITY,,5000
Almatti,Karnataka,MMTCC1029,CITY,,1255
Karanja,Maharashtra,MMTCC11184,CITY,,5000
Gopalganj,Bihar,MMTCC10584,CITY,,619
Shirdi,Maharashtra,MMTCC1819,CITY,,34
Palladam,Tamil Nadu,MMTCC6559,CITY,,416
Shravanabelagola,Karnataka,MMTCC10337,CITY,,2646
Sawantwadi (Sindhudurg),Maharashtra,MMTCC49249,CITY,,643
Padadhri,Gujarat,MMTCC49457,CITY,,2075
Manjeshwar,Kerala,MMTCC1556,CITY,,5000
Eral,Tamil Nadu,MMTCC7454,CITY,,867
Bajpe,Karnataka,MMTCC6673,CITY,,1962
Courtallam,Tamil Nadu,MMTCC1185,CITY,,1709
Kulai,Karnataka,MMTCC7286,CITY,,5000
Spic Nagar,Tamil Nadu,MMTCC6446,CITY,,926
Nagpur,Maharashtra,MMTCC1619,CITY,,20
Kaikamba,Karnataka,MMTCC1361,CITY,,1357
Mysore,Karnataka,MMTCC1611,CITY,,57
Lakshmankudi,Tamil Nadu,MMTCC49093,CITY,,1647
Sukhpar,Gujarat,MMTCC7030,CITY,,1868
Gulabpura(Gujarat),Gujarat,MMTCC43432,CITY,,5000
Coonoor,Tamil Nadu,MMTCC49570,CITY,,559
Kalugumalai,Tamil Nadu,MMTCC9126,CITY,,1493
Undri,Maharashtra,MMTCC10797,CITY,,2967
Manipal,Karnataka,MMTCC1554,CITY,,137
Kesinga,Odisha,MMTCC5478,CITY,,2213
Mirjan,Karnataka,MMTCC7009,CITY,,2075
Dindigul,Karnataka,MMTCC1223,CITY,,85
Ankleshwar,Gujarat,MMTCC2559,CITY,,228
Bodi,Tamil Nadu,MMTCC1131,CITY,,363
Pimpalgaon,Maharashtra,MMTCC7227,CITY,,2380
Nandurbar,Maharashtra,MMTCC6244,CITY,,423
Thekkady,Kerala,MMTCC1896,CITY,,1679
Madhapar,Gujarat,MMTCC6004,CITY,,2380
Nanded,Maharashtra,MMTCC1628,CITY,,99
Revas,Maharashtra,MMTCC7114,CITY,,5000
Thiruvengadam,Tamil Nadu,MMTCC7469,CITY,,2380
Puliyangudi,Tamil Nadu,MMTCC1742,CITY,,625
Karkala,Karnataka,MMTCC1409,CITY,,472
Rameswaram,Tamil Nadu,MMTCC1767,CITY,,235
Kalayarkoil,Tamil Nadu,MMTCC6985,CITY,,446
Vamanjoor,Karnataka,MMTCC7683,CITY,,2006
Bhuj,Gujarat,MMTCC1122,CITY,,61
Koppal,Karnataka,MMTCC1462,CITY,,382
Ramdurg,Karnataka,MMTCC10336,CITY,,839
Melmaruvathur,Tamil Nadu,MMTCC10673,CITY,,1042
Talaguppa,Karnataka,MMTCC11033,CITY,,2646
Coimbatore,Tamil Nadu,MMTCC1184,CITY,,8
Mabukala,Karnataka,MMTCC7877,CITY,,1375
Porbandar,Gujarat,MMTCC1735,CITY,,120
Guruvayankere,Karnataka,MMTCC1290,CITY,,1276
Konaje,Karnataka,MMTCC9039,CITY,,1619
Sinnar,Maharashtra,MMTCC5921,CITY,,764
Amravati,Maharashtra,MMTCC43169,CITY,,112
Alapuzha,Kerala,MMTCC49558,CITY,,233
Anakara,Kerala,MMTCC48528,CITY,,2504
Alangaru,Karnataka,MMTCC49910,CITY,,5000
Araria Zeromile,Bihar,MMTCC50096,CITY,,1342
Areekode,Kerala,MMTCC43396,CITY,,1449
Aruppukottai,Tamil Nadu,MMTCC48847,CITY,,306
Araria Court,Bihar,MMTCC48519,CITY,,673
Athoor,Tamil Nadu,MMTCC11229,CITY,,5000
Basmath,Maharashtra,MMTCC43434,CITY,,1209
Bathalagundu,Tamil Nadu,MMTCC43087,CITY,,417
Bhadravati (Karnataka),Karnataka,MMTCC50310,CITY,,1473
Bhubaneswar,Odisha,MMTCC5474,CITY,,48
Brahmavara,Karnataka,MMTCC50246,CITY,,586
Bijadi,Karnataka,MMTCC11233,CITY,,5000
Bantakal,Karnataka,MMTCC11242,CITY,,5000
Baldiya,Gujarat,MMTCC49346,CITY,,1619
Chandikhol,Odisha,MMTCC43191,CITY,,1493
Chandurbazar,Maharashtra,MMTCC43302,CITY,,5000
Channarayapattana,Karnataka,MMTCC43451,CITY,,973
Devadurga,Karnataka,MMTCC43328,CITY,,959
Dharmagarh,Odisha,MMTCC43373,CITY,,5000
Dindigul Bypass,Tamil Nadu,MMTCC49180,CITY,,941
Ernakulam By-pass,Kerala,MMTCC43267,CITY,,1138
Erumely,Kerala,MMTCC49156,CITY,,1255
Gadhshisha,Gujarat,MMTCC43391,CITY,,2075
Ganjimutt,Karnataka,MMTCC43377,CITY,,5000
Gobichettipalaiyam,Tamil Nadu,MMTCC43107,CITY,,366
Honavar,Karnataka,MMTCC43347,CITY,,457
Hosnagar,Karnataka,MMTCC48886,CITY,,2006
Janal,Punjab,MMTCC43450,CITY,,5000
Kadaiyanallur,Tamil Nadu,MMTCC43342,CITY,,495
Kadara,Karnataka,MMTCC43112,CITY,,5000
Kaduthuruthi,Kerala,MMTCC9404,CITY,,5000
Kaliakkavilai,Tamil Nadu,MMTCC43455,CITY,,468
Kammardi,Karnataka,MMTCC48993,CITY,,1919
Kanjirappally,Kerala,MMTCC43198,CITY,,918
Kasaragod,Kerala,MMTCC43224,CITY,,633
Kavalkinaru,Tamil Nadu,MMTCC43364,CITY,,877
Khedbrahma,Gujarat,MMTCC43305,CITY,,342
Kunjalu,Karnataka,MMTCC49591,CITY,,5000
Nanjangudu,Karnataka,MMTCC43362,CITY,,5000
Nathdwara,Rajasthan,MMTCC43350,CITY,,224
Padubidri,Karnataka,MMTCC1666,CITY,,708
Panambur,Karnataka,MMTCC49210,CITY,,5000
Panruti,Tamil Nadu,MMTCC43291,CITY,,858
Paradeep,Odisha,MMTCC49724,CITY,,5000
Peravurani,Tamil Nadu,MMTCC43386,CITY,,567
Pudukottai,Tamil Nadu,MMTCC43264,CITY,,165
Khakhar,Gujarat,MMTCC49848,CITY,,5000
paika,Kerala,MMTCC11250,CITY,,5000
Mhow,Madhya Pradesh,MMTCC2179,CITY,,1230
Halekatte,Karnataka,MMTCC11254,CITY,,5000
Nedumkandam,Kerala,MMTCC11237,CITY,,1962
Bhadvan,Maharashtra,MMTCC11245,CITY,,5000
Pavithram,Tamil Nadu,MMTCC43394,CITY,,5000
Rabkavi,Karnataka,MMTCC43134,CITY,,2380
Ranny Perunad,Kerala,MMTCC43297,CITY,,2006
Ratnagiri,Maharashtra,MMTCC3859,CITY,,243
Rudrapur,Uttarakhand,MMTCC5470,CITY,,270
Salem Bypass,Tamil Nadu,MMTCC43187,CITY,,2075
Surpur,Rajasthan,MMTCC50361,CITY,,5000
Siddapur-Sirsi Road,Karnataka,MMTCC43222,CITY,,1088
Singampuneri,Tamil Nadu,MMTCC49199,CITY,,825
Srivilliputhur,Tamil Nadu,MMTCC43276,CITY,,395
Thiruthuraipoondi,Tamil Nadu,MMTCC43338,CITY,,478
Thokottu,Karnataka,MMTCC43355,CITY,,1749
Tiruchengodu,Tamil Nadu,MMTCC43146,CITY,,615
Thiruppalaikudi,Tamil Nadu,MMTCC43367,CITY,,1473
Vyttila,Kerala,MMTCC43343,CITY,,759
Vadasserikkara,Kerala,MMTCC10402,CITY,,5000
Vanthli,Gujarat,MMTCC43316,CITY,,1230
Vittal,Karnataka,MMTCC43314,CITY,,1357
uchipuli,Tamil Nadu,MMTCC11260,CITY,,2504
Dongaon (Buldhana),Maharashtra,MMTCC48824,CITY,,2006
Doopadakatte,Karnataka,MMTCC11282,CITY,,5000
Kangayam,Tamil Nadu,MMTCC8209,CITY,,885
Dabok,Rajasthan,MMTCC1189,CITY,,5000
Beed,Maharashtra,MMTCC43351,CITY,,335
Bhim,Rajasthan,MMTCC1115,CITY,,1220
Upleta,Gujarat,MMTCC3736,CITY,,411
Rajnagar (Gujarat),Gujarat,MMTCC48742,CITY,,5000
Mangalwar,Rajasthan,MMTCC43287,CITY,,2292
Bhatewar,Rajasthan,MMTCC6140,CITY,,2380
Kutiyana,Gujarat,MMTCC2157,CITY,,1312
Kelwa,Maharashtra,MMTCC5856,CITY,,2967
Hunsur,Karnataka,MMTCC10008,CITY,,2006
Khandala (satara),Maharashtra,MMTCC50037,CITY,,2779
Thane,Maharashtra,MMTCC1892,CITY,,95
Ahmedpur,Maharashtra,MMTCC1016,CITY,,666
Bhavnagar,Gujarat,MMTCC1111,CITY,,32
Amet,Rajasthan,MMTCC1039,CITY,,1647
Bikaner,Rajasthan,MMTCC1126,CITY,,65
Gangapur(Rajasthan),Rajasthan,MMTCC43259,CITY,,1061
Kesargadde,Karnataka,MMTCC8593,CITY,,5000
Nagoor (Andhra Pradesh),Andhra Pradesh,MMTCC48706,CITY,,5000
Kirimanjeswar,Karnataka,MMTCC49837,CITY,,2967
kumble,Karnataka,MMTCC11352,CITY,,5000
Gadhinglaj,Maharashtra,MMTCC10048,CITY,,832
Erumapatty,Tamil Nadu,MMTCC49647,CITY,,5000
Guddeangadi,Karnataka,MMTCC48638,CITY,,5000
Gerusoppa Falls,Karnataka,MMTCC43300,CITY,,2006
Koothattukulam,Kerala,MMTCC43293,CITY,,877
Kottakkal,Kerala,MMTCC43121,CITY,,787
Kottampatti,Tamil Nadu,MMTCC1471,CITY,,1146
Kottarakkara,Kerala,MMTCC43357,CITY,,597
Kovilpatti,Tamil Nadu,MMTCC43094,CITY,,153
Kumbhashi,Karnataka,MMTCC48627,CITY,,1519
Rampara-2,Gujarat,MMTCC43447,CITY,,5000
R S Mangalam,Tamil Nadu,MMTCC50209,CITY,,918
Kuknur,Karnataka,MMTCC49233,CITY,,1826
Kulasekaram,Tamil Nadu,MMTCC43268,CITY,,606
Kottaipattinam,Tamil Nadu,MMTCC49427,CITY,,1164
Chandrapur,Maharashtra,MMTCC2040,CITY,,199
Athiyuthu,Tamil Nadu,MMTCC1064,CITY,,5000
Konandur,Karnataka,MMTCC49936,CITY,,5000
Kopam,Kerala,MMTCC50248,CITY,,5000
Jhabua,Madhya Pradesh,MMTCC5354,CITY,,1209
Rajgad,Maharashtra,MMTCC10306,CITY,,5000
Thalassery,Kerala,MMTCC1888,CITY,,240
Thrissur Bypass,Kerala,MMTCC50250,CITY,,1127
Trikaripur Bus Stand,Kerala,MMTCC43452,CITY,,1749
Sulthan Bathery,Kerala,MMTCC43261,CITY,,468
Pangala,Karnataka,MMTCC49894,CITY,,5000
Paramankurichi,Tamil Nadu,MMTCC43370,CITY,,1209
Perdoor,Karnataka,MMTCC49544,CITY,,5000
Peruvamthanam,Kerala,MMTCC48950,CITY,,5000
Pethri,Karnataka,MMTCC9176,CITY,,5000
Poonamallee,Tamil Nadu,MMTCC43349,CITY,,5000
Gangolli,Karnataka,MMTCC50238,CITY,,2380
Mandapam,Tamil Nadu,MMTCC48838,CITY,,5000
Mandarakuppam,Tamil Nadu,MMTCC49300,CITY,,1709
Mankuwa,Gujarat,MMTCC43165,CITY,,2504
Mannarkkad,Kerala,MMTCC48606,CITY,,5000
Mattancherry,Kerala,MMTCC43361,CITY,,2967
Monipally,Kerala,MMTCC43160,CITY,,2380
Moodabidri,Karnataka,MMTCC43358,CITY,,349
Munavalli,Karnataka,MMTCC43445,CITY,,1826
Murdeshwar,Karnataka,MMTCC48929,CITY,,454
Muthupettai,Tamil Nadu,MMTCC43129,CITY,,776
Mothala,Gujarat,MMTCC11466,CITY,,5000
Madilage,Maharashtra,MMTCC11470,CITY,,5000
Sayarpuram,Tamil Nadu,MMTCC11469,CITY,,1868
Mullikatte,Karnataka,MMTCC49528,CITY,,5000
Mandarthi,Karnataka,MMTCC11481,CITY,,2006
Shiroor,Karnataka,MMTCC43446,CITY,,1408
Manjarapalke,Karnataka,MMTCC11483,CITY,,2779
Panagar,Madhya Pradesh,MMTCC11456,CITY,,5000
Sirvar,Karnataka,MMTCC11455,CITY,,1493
Mangwana,Gujarat,MMTCC11463,CITY,,2967
Tiruvannamalai,Tamil Nadu,MMTCC11453,CITY,,250
Abu Road,Rajasthan,MMTCC2484,CITY,,324
Reliance,Gujarat,MMTCC10815,CITY,,281
Tirumangalam,Tamil Nadu,MMTCC1920,CITY,,1619
Kasegaon (Sangli),Maharashtra,MMTCC49458,CITY,,2779
Vellakoil,Tamil Nadu,MMTCC10799,CITY,,973
Kullu,Himachal Pradesh,MMTCC1487,CITY,,339
SriVaikundam,Tamil Nadu,MMTCC7460,CITY,,1408
Banswara,Rajasthan,MMTCC5812,CITY,,377
Basrur,Karnataka,MMTCC7090,CITY,,2213
Ambernath,Maharashtra,MMTCC6630,CITY,,1077
Malkapur (Buldhana),Maharashtra,MMTCC48585,CITY,,604
Patur (Akola),Maharashtra,MMTCC49041,CITY,,2213
Sangameshwar,Maharashtra,MMTCC1796,CITY,,1541
Rajapur (Ratnagiri),Maharashtra,MMTCC48777,CITY,,1357
Surajpar,Uttar Pradesh,MMTCC50110,CITY,,5000
Jayankondam,Tamil Nadu,MMTCC6458,CITY,,759
Malvan (maharashtra),Maharashtra,MMTCC48737,CITY,,1709
Kanod,Rajasthan,MMTCC1397,CITY,,5000
Bhinder,Rajasthan,MMTCC7260,CITY,,2504
Srinagar,Jammu and Kashmir,MMTCC1852,CITY,,5000
Alwarthirunagari,Tamil Nadu,MMTCC1031,CITY,,1391
Gudimangalam,Tamil Nadu,MMTCC10178,CITY,,5000
Mudigere,Karnataka,MMTCC6671,CITY,,1428
Honnali,Karnataka,MMTCC9094,CITY,,5000
Allahabad,Uttar Pradesh,MMTCC5713,CITY,,89
Talaja,Gujarat,MMTCC1873,CITY,,278
Badnawar,Madhya Pradesh,MMTCC10554,CITY,,2380
Aluva,Kerala,MMTCC3647,CITY,,193
Siruguppa,Karnataka,MMTCC8163,CITY,,832
Gurugram (Gurgaon),Haryana,MMTCC50274,CITY,,73
Nardana,Maharashtra,MMTCC6572,CITY,,1709
Gangtok,Sikkim,MMTCC9122,CITY,,1792
Kalimpong,West Bengal,MMTCC9125,CITY,,5000
Dungar,Gujarat,MMTCC2023,CITY,,1312
Palitana,Gujarat,MMTCC1680,CITY,,304
Gariadhar,Gujarat,MMTCC2024,CITY,,820
Buldhana,Maharashtra,MMTCC2039,CITY,,395
Kota(karnataka),Karnataka,MMTCC43089,CITY,,1195
Mehandipur Balaji Temple,Rajasthan,MMTCC43204,CITY,,600
Sri GangaNagar,Rajasthan,MMTCC25150,CITY,,187
Umbraj,Maharashtra,MMTCC11641,CITY,,5000
Sanghipuram,Maharashtra,MMTCC6759,CITY,,1209
Varmanagar,Gujarat,MMTCC2254,CITY,,1919
Vayor,Gujarat,MMTCC6763,CITY,,1868
Dhamnod,Madhya Pradesh,MMTCC7140,CITY,,1115
Sendhwa,Madhya Pradesh,MMTCC5606,CITY,,541
Samagoga,Gujarat,MMTCC10786,CITY,,5000
Pattukotai,Tamil Nadu,MMTCC43322,CITY,,219
Lanja,Maharashtra,MMTCC1506,CITY,,1619
Mulanur,Tamil Nadu,MMTCC10758,CITY,,1570
Pachal,Maharashtra,MMTCC6016,CITY,,5000
Saharanpur,Uttar Pradesh,MMTCC6114,CITY,,850
Desuri,Rajasthan,MMTCC11223,CITY,,2213
Dausa,Rajasthan,MMTCC5838,CITY,,1473
Barmer,Rajasthan,MMTCC1097,CITY,,261
Kaithal,Haryana,MMTCC10832,CITY,,5000
Anoopgarh,Punjab,MMTCC5751,CITY,,5000
Dungarpur,Rajasthan,MMTCC5829,CITY,,583
SardarShahar,Rajasthan,MMTCC1801,CITY,,1255
Muradabad,Uttar Pradesh,MMTCC3700,CITY,,2380
Nohar,Rajasthan,MMTCC3374,CITY,,1597
Sanchore,Rajasthan,MMTCC1794,CITY,,792
Bharatpur,Rajasthan,MMTCC5164,CITY,,521
Bareilly,Uttar Pradesh,MMTCC2081,CITY,,81
Etah,Uttar Pradesh,MMTCC10390,CITY,,738
Faridabad,Haryana,MMTCC6054,CITY,,1473
Makrana,Rajasthan,MMTCC6894,CITY,,5000
Falna,Rajasthan,MMTCC5828,CITY,,5000
Aligarh,Uttar Pradesh,MMTCC5781,CITY,,208
Pilani,Rajasthan,MMTCC1727,CITY,,648
Baran,Rajasthan,MMTCC5832,CITY,,1679
Raniwara,Rajasthan,MMTCC43190,CITY,,1519
Ratlam,Madhya Pradesh,MMTCC5898,CITY,,453
Bhadra (Rajasthan),Rajasthan,MMTCC50223,CITY,,1541
Sujangarh,Rajasthan,MMTCC5153,CITY,,1493
Nagaur,Rajasthan,MMTCC11201,CITY,,909
Karauli,Rajasthan,MMTCC5261,CITY,,2292
Churu,Rajasthan,MMTCC1182,CITY,,1449
Sikar,Rajasthan,MMTCC2522,CITY,,303
Dholpur,Rajasthan,MMTCC5360,CITY,,1240
Etawah,Uttar Pradesh,MMTCC43333,CITY,,377
Hastinapur,Uttar Pradesh,MMTCC10829,CITY,,5000
Deepnagar (Maharashtra),Maharashtra,MMTCC49708,CITY,,5000
Talegaon (Wardha),Maharashtra,MMTCC47590,CITY,,2646
Baripada,Odisha,MMTCC5489,CITY,,737
talcher,Odisha,MMTCC11379,CITY,,1749
Udumalpet,Tamil Nadu,MMTCC49365,CITY,,231
Udankudi,Tamil Nadu,MMTCC43164,CITY,,423
Dharampur (Maharashtra),Maharashtra,MMTCC49267,CITY,,5000
Baleswar,Odisha,MMTCC18930,CITY,,2504
Manmad,Maharashtra,MMTCC2172,CITY,,941
Karungal,Tamil Nadu,MMTCC1410,CITY,,890
Kaveripattinam,Tamil Nadu,MMTCC9127,CITY,,2292
Ausa,Maharashtra,MMTCC9370,CITY,,1962
Mahabalipuram,Tamil Nadu,MMTCC3693,CITY,,5000
Channagiri,Karnataka,MMTCC10218,CITY,,2149
Megnanapuram,Tamil Nadu,MMTCC10672,CITY,,1519
Kulasekharapatnam,Tamil Nadu,MMTCC10633,CITY,,2213
Mudalur,Tamil Nadu,MMTCC7482,CITY,,2149
Padukkapathu(tuticorin),Tamil Nadu,MMTCC49590,CITY,,2380
Veppankadu,Tamil Nadu,MMTCC10418,CITY,,5000
Alanthalai,Tamil Nadu,MMTCC10948,CITY,,5000
Thandavankadu,Tamil Nadu,MMTCC10433,CITY,,5000
Ambur,Tamil Nadu,MMTCC6902,CITY,,613
Sangola (Solapur),Maharashtra,MMTCC49589,CITY,,1164
Akkalkot,Maharashtra,MMTCC10543,CITY,,820
Alibag,Maharashtra,MMTCC43262,CITY,,716
Devalkunda (andhra pradesh),Andhra Pradesh,MMTCC49026,CITY,,5000
Jamner,Maharashtra,MMTCC7967,CITY,,968
Vandiperiyar,Kerala,MMTCC10412,CITY,,2075
Hassan,Karnataka,MMTCC6305,CITY,,1255
Hindaun City,Rajasthan,MMTCC43142,CITY,,5000
Jaisalmer,Rajasthan,MMTCC43407,CITY,,218
Jindal (Mundra),Gujarat,MMTCC43154,CITY,,2779
Kuchaman City,Rajasthan,MMTCC43211,CITY,,1342
Kumbla,Kerala,MMTCC48944,CITY,,5000
Mendarda,Gujarat,MMTCC6867,CITY,,711
Ottanchathiram,Tamil Nadu,MMTCC43307,CITY,,1005
Ponamaravathi,Tamil Nadu,MMTCC50230,CITY,,563
